school,position,matches,sets,kills,kills_per_set,errors,total_attacks,hitting_percentage,assists,assists_per_set,service_aces,service_aces_per_set,reception,reception_errors,digs,digs_per_set,block_solo,block_assist,block_total,blocks_per_set,points,points_per_set
Spring Arbor,DS,30,86,1,0.01,2,9,-.111,4,0.05,4,0.05,140,19,125,1.45,0,0,0,0.00,5.0,0.1
Spring Arbor,S,33,114,183,1.61,95,571,.154,8,0.07,1,0.01,6,1,66,0.58,5,22,27,0.24,200.0,1.8
Spring Arbor,OH,26,67,104,1.55,62,396,.106,2,0.03,0,0.00,173,14,50,0.75,3,5,8,0.12,109.5,1.6
Spring Arbor,S,33,123,25,0.20,8,79,.215,470,3.82,13,0.11,6,4,176,1.43,0,0,0,0.00,38.0,0.3
Spring Arbor,MB,33,124,106,0.85,53,414,.128,15,0.12,5,0.04,9,1,50,0.40,9,42,51,0.41,141.0,1.1
Spring Arbor,OH,33,122,296,2.43,118,836,.213,9,0.07,0,0.00,8,2,42,0.34,14,52,66,0.54,336.0,2.8
Spring Arbor,LB,33,124,8,0.06,12,77,-.052,78,0.63,34,0.27,550,31,502,4.05,0,0,0,0.00,42.0,0.3
Spring Arbor,DS,33,121,4,0.03,6,40,-.050,31,0.26,44,0.36,405,30,320,2.64,0,0,0,0.00,48.0,0.4
Spring Arbor,DS,7,22,2,0.09,0,5,.400,3,0.14,9,0.41,47,6,40,1.82,0,0,0,0.00,11.0,0.5
Spring Arbor,OH,33,110,153,1.39,85,632,.108,4,0.04,0,0.00,85,8,70,0.64,7,22,29,0.26,171.0,1.6
Spring Arbor,MB,16,58,87,1.50,41,238,.193,1,0.02,0,0.00,4,2,13,0.22,10,31,41,0.71,112.5,1.9
Spring Arbor,OH,13,25,15,0.60,13,57,.035,1,0.04,0,0.00,38,3,4,0.16,0,2,2,0.08,16.0,0.6
Spring Arbor,DS,27,68,4,0.06,0,10,.400,4,0.06,7,0.10,51,6,51,0.75,0,0,0,0.00,11.0,0.2
Spring Arbor,S,33,124,3,0.02,12,43,-.209,596,4.81,16,0.13,5,2,245,1.98,0,1,1,0.01,19.5,0.2
Spring Arbor,OH,33,123,336,2.73,188,1081,.137,8,0.07,32,0.26,405,39,218,1.77,6,31,37,0.30,389.5,3.2
Spring Arbor,RS,10,26,4,0.15,15,47,-.234,1,0.04,0,0.00,1,0,4,0.15,1,11,12,0.46,10.5,0.4
Stephens,RS,26,96,123,1.28,65,423,.137,7,0.07,0,0.00,2,1,65,0.68,2,8,10,0.10,129.0,1.3
Stephens,OH,27,94,215,2.29,108,729,.147,13,0.14,16,0.17,364,27,237,2.52,0,9,9,0.10,235.5,2.5
Stephens,MB,29,109,205,1.88,75,580,.224,7,0.06,15,0.14,13,2,59,0.54,27,35,62,0.57,264.5,2.4
Stephens,OH,28,105,317,3.02,205,1004,.112,33,0.31,23,0.22,452,32,369,3.51,1,21,22,0.21,351.5,3.3
Stephens,S,26,78,6,0.08,6,32,.000,106,1.36,25,0.32,5,4,94,1.21,0,1,1,0.01,31.5,0.4
Stephens,S,27,91,55,0.60,14,179,.229,371,4.08,6,0.07,2,1,80,0.88,4,16,20,0.22,73.0,0.8
Stephens,DS,28,105,7,0.07,7,70,.000,110,1.05,45,0.43,682,31,523,4.98,2,0,2,0.02,54.0,0.5
Stephens,DS,6,8,2,0.25,0,6,.333,1,0.13,0,0.00,0,0,2,0.25,0,0,0,0.00,2.0,0.3
Stephens,DS,12,17,2,0.12,0,2,1.000,1,0.06,0,0.00,3,1,3,0.18,0,0,0,0.00,2.0,0.1
Stephens,S,28,104,37,0.36,12,122,.205,456,4.38,31,0.30,27,1,238,2.29,0,3,3,0.03,69.5,0.7
Stephens,MH/RS,16,39,11,0.28,17,72,-.083,4,0.10,0,0.00,1,0,11,0.28,0,6,6,0.15,14.0,0.4
Stephens,DS,27,103,2,0.02,4,19,-.105,28,0.27,38,0.37,389,22,268,2.60,1,0,1,0.01,41.0,0.4
Stephens,MB,29,109,277,2.54,119,840,.188,6,0.06,0,0.00,53,4,57,0.52,36,29,65,0.60,327.5,3.0
Stephens,S,4,4,0,0.00,0,0,-,0,0.00,0,0.00,0,0,1,0.25,0,0,0,0.00,0.0,0.0
St. Mary-Woods,L,4,5,1,0.20,0,1,1.000,0,0.00,0,0.00,4,2,0,0.00,0,0,0,0.00,1.0,0.2
St. Mary-Woods,DS,30,103,0,0.00,1,50,-.020,101,0.98,32,0.31,641,38,563,5.47,0,0,0,0.00,32.0,0.3
St. Mary-Woods,OH,32,105,358,3.41,113,979,.250,15,0.14,4,0.04,210,18,152,1.45,15,27,42,0.40,390.5,3.7
St. Mary-Woods,L,19,57,9,0.16,6,56,.054,10,0.18,9,0.16,166,12,133,2.33,0,1,1,0.02,18.5,0.3
St. Mary-Woods,OH,25,79,167,2.11,46,506,.239,7,0.09,0,0.00,207,13,96,1.22,7,9,16,0.20,178.5,2.3
St. Mary-Woods,DS,32,109,4,0.04,3,39,.026,18,0.17,41,0.38,240,26,165,1.51,0,0,0,0.00,45.0,0.4
St. Mary-Woods,DS,4,4,0,0.00,0,1,.000,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
St. Mary-Woods,RS,6,7,0,0.00,0,2,.000,0,0.00,1,0.14,1,0,0,0.00,0,0,0,0.00,1.0,0.1
St. Mary-Woods,MH,26,73,65,0.89,55,220,.045,0,0.00,0,0.00,6,0,13,0.18,23,37,60,0.82,106.5,1.5
St. Mary-Woods,MH,22,66,84,1.27,37,236,.199,5,0.08,0,0.00,7,0,20,0.30,15,15,30,0.45,106.5,1.6
St. Mary-Woods,OH,21,63,42,0.67,20,140,.157,4,0.06,0,0.00,6,1,14,0.22,14,22,36,0.57,67.0,1.1
St. Mary-Woods,MH,9,11,3,0.27,0,9,.333,0,0.00,0,0.00,1,0,9,0.82,2,0,2,0.18,5.0,0.5
St. Mary-Woods,S,23,74,18,0.24,7,84,.131,292,3.95,29,0.39,2,0,125,1.69,0,0,0,0.00,47.0,0.6
St. Mary-Woods,RS,25,76,100,1.32,44,311,.180,5,0.07,0,0.00,18,2,27,0.36,12,24,36,0.47,124.0,1.6
St. Mary-Woods,S,29,94,22,0.23,6,80,.200,379,4.03,50,0.53,4,1,129,1.37,0,2,2,0.02,73.0,0.8
St. Mary-Woods,OH,22,54,87,1.61,33,232,.233,4,0.07,0,0.00,126,4,55,1.02,3,2,5,0.09,91.0,1.7
St. Mary-Woods,L,27,86,177,2.06,72,485,.216,28,0.33,3,0.03,25,4,57,0.66,14,21,35,0.41,204.5,2.4
St. Mary-Woods,DS,30,98,2,0.02,4,21,-.095,6,0.06,53,0.54,40,2,56,0.57,0,0,0,0.00,55.0,0.6
St. Mary-Woods,L,2,3,3,1.00,1,6,.333,0,0.00,0,0.00,0,0,1,0.33,0,0,0,0.00,3.0,1.0
St. Mary-Woods,DS,1,1,2,2.00,0,3,.667,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,2.0,2.0
St. Mary-Woods,DS,22,51,1,0.02,1,9,.000,5,0.10,5,0.10,78,7,57,1.12,2,0,2,0.04,8.0,0.2
St. Mary-Woods,DS,30,96,0,0.00,1,9,-.111,13,0.14,26,0.27,44,3,67,0.70,0,0,0,0.00,26.0,0.3
St. Mary-Woods,DS,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
St. Mary-Woods,OH,3,5,8,1.60,3,20,.250,1,0.20,0,0.00,4,1,7,1.40,0,0,0,0.00,8.0,1.6
St. Mary-Woods,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
St. Mary-Woods,S,18,57,25,0.44,4,75,.280,208,3.65,28,0.49,1,0,67,1.18,0,2,2,0.04,54.0,0.9
St. Mary-Woods,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
St. Mary-Woods,MH,6,21,4,0.19,0,6,.667,90,4.29,0,0.00,0,0,18,0.86,0,0,0,0.00,4.0,0.2
St. Mary-Woods,RS,18,50,61,1.22,32,171,.170,2,0.04,0,0.00,2,0,13,0.26,28,10,38,0.76,94.0,1.9
St. Thomas,LB,22,81,4,0.05,1,17,.176,58,0.72,35,0.43,349,13,454,5.60,0,0,0,0.00,39.0,0.5
St. Thomas,RS,22,80,197,2.46,65,507,.260,3,0.04,16,0.20,6,0,59,0.74,17,27,44,0.55,243.5,3.0
St. Thomas,MB,14,41,66,1.61,31,179,.196,3,0.07,2,0.05,6,0,18,0.44,15,13,28,0.68,89.5,2.2
St. Thomas,MB,21,72,126,1.75,50,314,.242,1,0.01,0,0.00,2,0,14,0.19,11,47,58,0.81,160.5,2.2
St. Thomas,OH,20,72,136,1.89,64,438,.164,3,0.04,0,0.00,110,9,46,0.64,3,17,20,0.28,147.5,2.0
St. Thomas,OH,22,75,253,3.37,114,756,.184,5,0.07,24,0.32,285,18,170,2.27,4,16,20,0.27,289.0,3.9
St. Thomas,MB,18,51,88,1.73,31,188,.303,1,0.02,0,0.00,4,1,8,0.16,18,24,42,0.82,118.0,2.3
St. Thomas,OH,22,77,20,0.26,26,121,-.050,9,0.12,21,0.27,310,13,230,2.99,0,3,3,0.04,42.5,0.6
St. Thomas,LB,7,13,0,0.00,0,0,-,1,0.08,2,0.15,15,0,22,1.69,0,0,0,0.00,2.0,0.2
St. Thomas,LB,2,2,0,0.00,0,0,-,0,0.00,0,0.00,0,0,1,0.50,0,0,0,0.00,0.0,0.0
St. Thomas,S,9,17,0,0.00,2,4,-.500,53,3.12,0,0.00,0,0,24,1.41,0,0,0,0.00,0.0,0.0
St. Thomas,S,22,81,6,0.07,8,26,-.077,483,5.96,15,0.19,2,0,120,1.48,1,4,5,0.06,24.0,0.3
St. Thomas,LB,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
St. Thomas,OH,18,35,48,1.37,26,128,.172,3,0.09,4,0.11,4,1,12,0.34,0,9,9,0.26,56.5,1.6
St. Thomas,LB,21,65,0,0.00,1,4,-.250,6,0.09,14,0.22,73,2,77,1.18,0,0,0,0.00,14.0,0.2
St. Thomas,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
St. Thomas,RS,20,60,91,1.52,35,265,.211,2,0.03,0,0.00,2,0,15,0.25,7,12,19,0.32,104.0,1.7
St. Thomas,S,19,69,0,0.00,1,4,-.250,338,4.90,0,0.00,1,0,64,0.93,0,0,0,0.00,0.0,0.0
St. Thomas,LB,15,36,0,0.00,0,0,-,1,0.03,6,0.17,35,3,28,0.78,0,0,0,0.00,6.0,0.2
Stillman,S/DS,12,34,12,0.35,27,94,-.160,11,0.32,1,0.03,92,11,64,1.88,0,2,2,0.06,14.0,0.4
Stillman,OH/S,18,50,23,0.46,30,137,-.051,2,0.04,5,0.10,116,15,59,1.18,2,2,4,0.08,31.0,0.6
Stillman,S,14,38,11,0.29,14,72,-.042,45,1.18,5,0.13,108,21,45,1.18,0,8,8,0.21,20.0,0.5
Stillman,MB/OH,14,29,13,0.45,24,75,-.147,2,0.07,0,0.00,27,6,16,0.55,0,2,2,0.07,14.0,0.5
Stillman,MB/OH,19,56,58,1.04,82,274,-.088,7,0.13,15,0.27,113,19,48,0.86,10,9,19,0.34,87.5,1.6
Stillman,L/DS,16,21,1,0.05,2,5,-.200,1,0.05,0,0.00,52,12,10,0.48,0,0,0,0.00,1.0,0.0
Stillman,OH/MB,12,33,1,0.03,5,21,-.190,13,0.39,2,0.06,95,16,36,1.09,0,0,0,0.00,3.0,0.1
Stillman,DS,19,52,25,0.48,33,120,-.067,5,0.10,1,0.02,93,18,53,1.02,3,6,9,0.17,32.0,0.6
Stillman,OH/MB,3,3,1,0.33,2,4,-.250,0,0.00,0,0.00,2,1,1,0.33,0,0,0,0.00,1.0,0.3
Stillman,DS,4,4,0,0.00,1,1,-1.000,0,0.00,0,0.00,1,0,0,0.00,0,0,0,0.00,0.0,0.0
Stillman,DS,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Stillman,OH,19,50,22,0.44,42,126,-.159,0,0.00,0,0.00,19,2,12,0.24,5,5,10,0.20,29.5,0.6
Stillman,S,19,57,5,0.09,8,31,-.097,6,0.11,6,0.11,245,45,77,1.35,0,0,0,0.00,11.0,0.2
Stillman,OH,17,39,1,0.03,3,25,-.080,4,0.10,8,0.21,92,20,27,0.69,0,1,1,0.03,9.5,0.2
Sterling,MH,22,57,26,0.46,16,103,.097,3,0.05,0,0.00,18,2,24,0.42,0,16,16,0.28,34.0,0.6
Sterling,DS,26,96,10,0.10,14,81,-.049,22,0.23,12,0.13,418,29,372,3.88,0,0,0,0.00,22.0,0.2
Sterling,OH,3,3,0,0.00,0,0,-,0,0.00,0,0.00,1,0,0,0.00,0,0,0,0.00,0.0,0.0
Sterling,S,24,89,11,0.12,6,89,.056,352,3.96,22,0.25,9,0,172,1.93,0,0,0,0.00,33.0,0.4
Sterling,S,26,96,1,0.01,4,56,-.054,42,0.44,14,0.15,366,22,233,2.43,0,0,0,0.00,15.0,0.2
Sterling,DS,26,96,5,0.05,12,67,-.104,25,0.26,18,0.19,387,28,197,2.05,0,0,0,0.00,23.0,0.2
Sterling,DS,3,4,0,0.00,0,0,-,0,0.00,0,0.00,1,0,2,0.50,0,0,0,0.00,0.0,0.0
Sterling,OH,26,94,137,1.46,75,524,.118,7,0.07,0,0.00,66,7,46,0.49,4,43,47,0.50,162.5,1.7
Sterling,DS,2,5,0,0.00,0,3,.000,0,0.00,1,0.20,0,0,4,0.80,0,0,0,0.00,1.0,0.2
Sterling,DS,5,5,0,0.00,0,1,.000,0,0.00,0,0.00,1,0,1,0.20,0,0,0,0.00,0.0,0.0
Sterling,DS,2,2,1,0.50,0,1,1.000,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,1.0,0.5
Sterling,OH,26,96,295,3.07,126,765,.221,6,0.06,0,0.00,9,3,63,0.66,3,29,32,0.33,312.5,3.3
Sterling,S,10,20,1,0.05,3,6,-.333,29,1.45,4,0.20,1,0,27,1.35,0,0,0,0.00,5.0,0.3
Sterling,OH,26,83,93,1.12,59,340,.100,2,0.02,0,0.00,99,11,51,0.61,0,15,15,0.18,100.5,1.2
Sterling,OH,14,32,7,0.22,9,32,-.063,0,0.00,1,0.03,25,1,3,0.09,0,0,0,0.00,8.0,0.3
Sterling,DS,18,45,2,0.04,0,4,.500,1,0.02,3,0.07,6,0,16,0.36,0,0,0,0.00,5.0,0.1
Sterling,DS,26,96,93,0.97,65,353,.079,3,0.03,0,0.00,70,9,47,0.49,8,72,80,0.83,137.0,1.4
Sterling,OH,4,5,0,0.00,0,1,.000,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Sterling,S,26,96,11,0.11,3,66,.121,388,4.04,28,0.29,7,1,180,1.88,9,0,9,0.09,48.0,0.5
Sterling,OH,26,94,111,1.18,80,499,.062,7,0.07,0,0.00,210,13,59,0.63,9,27,36,0.38,133.5,1.4
Sterling,MH,26,96,212,2.21,33,539,.332,10,0.10,15,0.16,129,7,76,0.79,18,48,66,0.69,269.0,2.8
Sterling,DS,1,1,0,0.00,0,0,-,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Taylor,DS,33,117,19,0.16,20,93,-.011,21,0.18,47,0.40,122,12,244,2.09,0,0,0,0.00,66.0,0.6
Taylor,RS,2,2,0,0.00,0,1,.000,0,0.00,0,0.00,1,0,0,0.00,0,0,0,0.00,0.0,0.0
Taylor,OH,33,117,297,2.54,93,789,.259,7,0.06,0,0.00,6,0,40,0.34,3,27,30,0.26,313.5,2.7
Taylor,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taylor,OH,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Taylor,OH,29,105,300,2.86,122,822,.217,13,0.12,18,0.17,254,28,304,2.90,11,58,69,0.66,358.0,3.4
Taylor,DS,22,44,2,0.05,1,10,.100,6,0.14,3,0.07,68,6,61,1.39,0,0,0,0.00,5.0,0.1
Taylor,MH,33,119,221,1.86,119,559,.182,10,0.08,2,0.02,10,1,26,0.22,18,62,80,0.67,272.0,2.3
Taylor,OH,10,23,33,1.43,26,102,.069,2,0.09,0,0.00,4,0,5,0.22,0,2,2,0.09,34.0,1.5
Taylor,S,2,2,0,0.00,0,0,-,0,0.00,0,0.00,1,0,0,0.00,0,0,0,0.00,0.0,0.0
Taylor,DS,33,118,2,0.02,4,14,-.143,48,0.41,13,0.11,225,17,387,3.28,0,0,0,0.00,15.0,0.1
Taylor,S,2,2,1,0.50,0,1,1.000,0,0.00,0,0.00,0,0,1,0.50,0,0,0,0.00,1.0,0.5
Taylor,MH,9,20,24,1.20,4,49,.408,4,0.20,0,0.00,1,0,2,0.10,5,13,18,0.90,35.5,1.8
Taylor,DS,33,119,7,0.06,16,66,-.136,9,0.08,20,0.17,198,19,220,1.85,0,0,0,0.00,27.0,0.2
Taylor,RS,30,110,411,3.74,82,804,.409,6,0.05,0,0.00,16,0,26,0.24,10,51,61,0.55,446.5,4.1
Taylor,OH,4,5,0,0.00,0,2,.000,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
Taylor,MH,31,111,156,1.41,66,364,.247,3,0.03,0,0.00,4,0,18,0.16,21,124,145,1.31,239.0,2.2
Taylor,S,33,119,110,0.92,36,310,.239,1309,11.00,33,0.28,2,1,298,2.50,10,53,63,0.53,179.5,1.5
Taylor,L,33,119,0,0.00,2,4,-.500,23,0.19,21,0.18,88,8,164,1.38,0,0,0,0.00,21.0,0.2
Talladega,OH,15,53,164,3.09,75,443,.201,6,0.11,20,0.38,262,16,117,2.21,1,8,9,0.17,189.0,3.6
Talladega,OH/RS,25,82,193,2.35,110,534,.155,11,0.13,32,0.39,111,15,85,1.04,8,21,29,0.35,243.5,3.0
Talladega,OH/DS,5,16,5,0.31,6,31,-.032,8,0.50,4,0.25,87,8,70,4.38,0,0,0,0.00,9.0,0.6
Talladega,S/DS,10,34,1,0.03,3,13,-.154,51,1.50,3,0.09,61,8,49,1.44,0,0,0,0.00,4.0,0.1
Talladega,S,25,87,23,0.26,9,90,.156,374,4.30,25,0.29,11,2,118,1.36,0,4,4,0.05,50.0,0.6
Talladega,OH,23,82,119,1.45,77,358,.117,8,0.10,3,0.04,151,21,81,0.99,3,13,16,0.20,131.5,1.6
Talladega,RS/OH,17,50,34,0.68,26,132,.061,2,0.04,6,0.12,31,5,16,0.32,1,8,9,0.18,45.0,0.9
Talladega,RS,27,81,68,0.84,67,295,.003,6,0.07,7,0.09,90,15,38,0.47,0,25,25,0.31,87.5,1.1
Talladega,DS/L,27,94,6,0.06,8,47,-.043,63,0.67,31,0.33,492,35,353,3.76,0,0,0,0.00,37.0,0.4
Talladega,S,28,97,27,0.28,10,82,.207,340,3.51,22,0.23,9,2,133,1.37,0,3,3,0.03,50.5,0.5
Talladega,MB,27,89,150,1.69,81,357,.193,7,0.08,21,0.24,15,2,30,0.34,24,49,73,0.82,219.5,2.5
Talladega,MB,28,98,157,1.60,80,398,.193,3,0.03,2,0.02,6,2,13,0.13,15,38,53,0.54,193.0,2.0
Talladega,DS,25,81,5,0.06,3,18,.111,11,0.14,7,0.09,201,36,86,1.06,0,0,0,0.00,12.0,0.1
Talladega,MB/RS,19,51,42,0.82,23,147,.129,3,0.06,1,0.02,10,3,19,0.37,0,11,11,0.22,48.5,1.0
Tennessee Wesleyan,DS,13,24,0,0.00,1,4,-.250,0,0.00,0,0.00,84,13,43,1.79,0,0,0,0.00,0.0,0.0
Tennessee Wesleyan,DS,10,20,3,0.15,2,12,.083,1,0.05,1,0.05,43,4,21,1.05,0,0,0,0.00,4.0,0.2
Tennessee Wesleyan,DS/L,30,100,1,0.01,4,58,-.052,76,0.76,18,0.18,502,47,341,3.41,0,0,0,0.00,19.0,0.2
Tennessee Wesleyan,MH,27,86,72,0.84,58,274,.051,2,0.02,0,0.00,4,0,24,0.28,23,30,53,0.62,110.0,1.3
Tennessee Wesleyan,DS,24,54,2,0.04,10,22,-.364,5,0.09,0,0.00,210,14,81,1.50,0,0,0,0.00,2.0,0.0
Tennessee Wesleyan,OH/RS,23,67,67,1.00,50,301,.056,1,0.01,3,0.04,38,4,37,0.55,1,15,16,0.24,78.5,1.2
Tennessee Wesleyan,OH/RS,30,100,249,2.49,151,774,.127,5,0.05,33,0.33,392,43,138,1.38,5,16,21,0.21,295.0,3.0
Tennessee Wesleyan,S,12,29,1,0.03,2,13,-.077,46,1.59,2,0.07,13,2,22,0.76,0,0,0,0.00,3.0,0.1
Tennessee Wesleyan,OH/RS,30,101,150,1.49,106,536,.082,1,0.01,17,0.17,207,30,75,0.74,6,16,22,0.22,181.0,1.8
Tennessee Wesleyan,S,27,87,22,0.25,10,76,.158,310,3.56,19,0.22,8,3,140,1.61,0,1,1,0.01,41.5,0.5
Tennessee Wesleyan,S,3,6,0,0.00,0,1,.000,15,2.50,0,0.00,1,0,2,0.33,0,0,0,0.00,0.0,0.0
Tennessee Wesleyan,MH,30,92,101,1.10,83,373,.048,7,0.08,10,0.11,9,2,39,0.42,13,26,39,0.42,137.0,1.5
Tennessee Wesleyan,OH,30,100,143,1.43,108,624,.056,7,0.07,17,0.17,277,17,113,1.13,5,15,20,0.20,172.5,1.7
Tennessee Wesleyan,DS,9,13,0,0.00,2,3,-.667,1,0.08,0,0.00,25,4,7,0.54,0,0,0,0.00,0.0,0.0
Tennessee Wesleyan,S,27,90,22,0.24,21,109,.009,317,3.52,18,0.20,8,2,144,1.60,0,1,1,0.01,40.5,0.5
Tennessee Wesleyan,DS,30,84,2,0.02,5,24,-.125,6,0.07,1,0.01,368,28,134,1.60,0,0,0,0.00,3.0,0.0
Tennessee Wesleyan,MH,25,57,33,0.58,30,154,.019,0,0.00,5,0.09,5,1,21,0.37,3,14,17,0.30,48.0,0.8
Tennessee Southern,DS,29,98,2,0.02,5,28,-.107,22,0.22,1,0.01,385,26,228,2.33,0,0,0,0.00,3.0,0.0
Tennessee Southern,S,10,28,0,0.00,0,4,.000,1,0.04,2,0.07,55,6,31,1.11,0,0,0,0.00,2.0,0.1
Tennessee Southern,OH,32,116,275,2.37,105,853,.199,17,0.15,42,0.36,388,27,237,2.04,13,21,34,0.29,340.5,2.9
Tennessee Southern,DS,32,113,3,0.03,6,53,-.057,48,0.42,15,0.13,590,31,396,3.50,1,0,1,0.01,19.0,0.2
Tennessee Southern,OH,32,117,292,2.50,147,931,.156,14,0.12,20,0.17,281,19,146,1.25,5,17,22,0.19,325.5,2.8
Tennessee Southern,OH/RS,21,61,93,1.52,45,262,.183,9,0.15,10,0.16,20,2,50,0.82,10,43,53,0.87,134.5,2.2
Tennessee Southern,MB,32,104,120,1.15,49,304,.234,9,0.09,1,0.01,9,1,37,0.36,5,43,48,0.46,147.5,1.4
Tennessee Southern,RS/MB,10,17,11,0.65,5,22,.273,0,0.00,0,0.00,2,0,5,0.29,0,2,2,0.12,12.0,0.7
Tennessee Southern,OH,30,110,353,3.21,123,938,.245,14,0.13,20,0.18,185,13,234,2.13,25,45,70,0.64,420.5,3.8
Tennessee Southern,S,22,47,58,1.23,31,152,.178,0,0.00,0,0.00,7,2,17,0.36,0,9,9,0.19,62.5,1.3
Tennessee Southern,S,33,115,43,0.37,26,164,.104,862,7.50,51,0.44,10,4,232,2.02,4,22,26,0.23,109.0,0.9
Tennessee Southern,MB,19,56,4,0.07,1,22,.136,230,4.11,11,0.20,3,1,72,1.29,0,0,0,0.00,15.0,0.3
Tennessee Southern,DS,31,101,90,0.89,56,288,.118,9,0.09,31,0.31,24,2,40,0.40,5,24,29,0.29,138.0,1.4
Tabor,OH,19,49,106,2.16,94,356,.034,6,0.12,0,0.00,103,5,15,0.31,6,5,11,0.22,114.5,2.3
Tabor,S,27,100,66,0.66,20,170,.271,879,8.79,41,0.41,13,0,270,2.70,7,16,23,0.23,122.0,1.2
Tabor,OH,23,67,176,2.63,107,630,.110,11,0.16,12,0.18,318,18,92,1.37,2,5,7,0.10,192.5,2.9
Tabor,DS,12,26,0,0.00,1,1,-1.000,0,0.00,3,0.12,14,2,18,0.69,0,0,0,0.00,3.0,0.1
Tabor,S,11,33,0,0.00,1,5,-.200,11,0.33,5,0.15,8,0,47,1.42,0,0,0,0.00,5.0,0.2
Tabor,S,8,15,1,0.07,2,16,-.063,20,1.33,1,0.07,3,0,17,1.13,0,1,1,0.07,2.5,0.2
Tabor,RS,28,82,67,0.82,44,324,.071,0,0.00,0,0.00,24,2,42,0.51,12,17,29,0.35,87.5,1.1
Tabor,DS,28,103,6,0.06,4,56,.036,51,0.50,11,0.11,497,27,399,3.87,0,0,0,0.00,17.0,0.2
Tabor,DS,28,104,10,0.10,13,82,-.037,19,0.18,18,0.17,365,17,259,2.49,0,0,0,0.00,28.0,0.3
Tabor,RS,19,45,99,2.20,52,284,.165,2,0.04,6,0.13,0,0,28,0.62,6,12,18,0.40,117.0,2.6
Tabor,MB,23,85,124,1.46,48,337,.226,3,0.04,0,0.00,9,2,15,0.18,17,24,41,0.48,153.0,1.8
Tabor,S,23,80,92,1.15,48,327,.135,6,0.07,5,0.06,14,1,159,1.99,1,5,6,0.07,100.5,1.3
Tabor,MB,19,52,26,0.50,13,69,.188,1,0.02,0,0.00,4,1,13,0.25,7,15,22,0.42,40.5,0.8
Tabor,OH,22,80,263,3.29,164,879,.113,12,0.15,12,0.15,512,24,248,3.10,9,8,17,0.21,288.0,3.6
Tabor,DS,27,94,7,0.07,1,15,.400,13,0.14,11,0.12,175,12,131,1.39,0,0,0,0.00,18.0,0.2
Tabor,OH,17,39,61,1.56,65,268,-.015,1,0.03,1,0.03,84,6,16,0.41,1,8,9,0.23,67.0,1.7
Tabor,S,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
The Master's,OP,25,90,126,1.40,66,395,.152,5,0.06,4,0.04,3,0,35,0.39,5,57,62,0.69,163.5,1.8
The Master's,MB,25,94,234,2.49,138,819,.117,14,0.15,27,0.29,610,63,189,2.01,8,40,48,0.51,289.0,3.1
The Master's,LB,25,96,4,0.04,2,24,.083,79,0.82,27,0.28,401,33,430,4.48,0,0,0,0.00,31.0,0.3
The Master's,OP,23,49,0,0.00,0,0,-,2,0.04,7,0.14,56,9,26,0.53,0,0,0,0.00,7.0,0.1
The Master's,L/DS,10,15,0,0.00,0,1,.000,0,0.00,0,0.00,26,4,13,0.87,0,0,0,0.00,0.0,0.0
The Master's,MB,23,77,88,1.14,55,249,.133,2,0.03,3,0.04,8,1,33,0.43,4,37,41,0.53,113.5,1.5
The Master's,OH,3,3,0,0.00,0,2,.000,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0.00,0.0,0.0
The Master's,MB,25,96,195,2.03,57,485,.285,6,0.06,0,0.00,14,2,26,0.27,5,81,86,0.90,240.5,2.5
The Master's,MB,25,94,153,1.63,57,448,.214,17,0.18,22,0.23,3,1,78,0.83,5,87,92,0.98,223.5,2.4
The Master's,OP,4,5,1,0.20,1,2,.000,1,0.20,0,0.00,0,0,2,0.40,0,1,1,0.20,1.5,0.3
The Master's,DS,6,13,0,0.00,0,0,-,2,0.15,3,0.23,30,2,15,1.15,0,0,0,0.00,3.0,0.2
The Master's,S,21,80,6,0.07,15,37,-.243,297,3.71,33,0.41,4,0,119,1.49,0,1,1,0.01,39.5,0.5
The Master's,MB/OH,8,12,7,0.58,6,38,.026,0,0.00,0,0.00,16,2,2,0.17,0,1,1,0.08,7.5,0.6
The Master's,OH,25,95,260,2.74,88,719,.239,9,0.09,12,0.13,631,51,216,2.27,2,25,27,0.28,286.5,3.0
